Episode,Reward,Mean_100,Epsilon
1,-66.18175588368592,-66.18175588368592,0.995
2,-171.67373026912065,-118.92774307640329,0.990025
3,-61.03479943767298,-99.63009519682652,0.985074875
4,-194.73231025866312,-123.40564896228567,0.9801495006250001
5,-342.2228833617206,-167.16909584217265,0.9752487531218751
6,-440.3371516439382,-212.69710514246694,0.9703725093562657
7,-148.20162418519908,-203.48346500571438,0.9655206468094844
8,-256.194331997773,-210.0723233797217,0.960693043575437
9,-99.3991619403553,-197.77530544201431,0.9558895783575597
10,-274.34392069727176,-205.43216696754007,0.9511101304657719
11,-360.10494121175043,-219.49332826246828,0.946354579813443
12,2.4215187441436257,-201.00042434525062,0.9416228069143757
13,-72.36305946858312,-191.10524243166083,0.9369146928798039
14,-224.70838811558835,-193.50546712336993,0.9322301194154049
15,-76.36594223053397,-185.69616546384754,0.9275689688183278
16,-32.78402504980744,-176.13915668797003,0.9229311239742362
17,-110.70712253629044,-172.29021350257713,0.918316468354365
18,-119.89488112678961,-169.37936170392226,0.9137248860125932
19,-425.4768437038658,-182.85817654602454,0.9091562615825302
20,-339.08306323037743,-190.66942088024217,0.9046104802746175
21,-117.98705693757397,-187.20835593059132,0.9000874278732445
22,-169.73802937301008,-186.414250177974,0.8955869907338783
23,-173.40479905500305,-185.84862186827962,0.8911090557802088
24,-330.86409482772484,-191.8909332415898,0.8866535105013078
25,-215.83280552055066,-192.84860813274827,0.8822202429488013
26,-183.91635484411648,-192.50505992933935,0.8778091417340573
27,-143.39829320818689,-190.6862907915189,0.8734200960253871
28,-490.9434458609524,-201.40976061542725,0.8690529955452602
29,-215.0024617056719,-201.87847444612532,0.8647077305675338
30,-347.42910698424896,-206.7301621973961,0.8603841919146962
31,-110.74010414665759,-203.6337087118884,0.8560822709551227
32,-120.32223409108153,-201.0302251299882,0.851801859600347
33,-107.59696067599712,-198.19891408592787,0.8475428503023453
34,-220.9980434492529,-198.86947671426094,0.8433051360508336
35,-73.73200502536378,-195.29412038029247,0.8390886103705794
36,-107.84699326388898,-192.8650335159479,0.8348931673187264
37,-115.1344344711612,-190.76420651473748,0.8307187014821328
38,-273.85666315565936,-192.95085011055122,0.8265651079747222
39,-217.13331333306888,-193.57091327010295,0.8224322824348486
40,-141.6966945806517,-192.27405780286662,0.8183201210226743
41,-121.86635444563977,-190.55679674537328,0.8142285204175609
42,-176.74318958361886,-190.22790133676008,0.810157377815473
43,-114.69194914509733,-188.47125128579117,0.8061065909263957
44,-193.2259857045248,-188.5793134316715,0.8020760579717637
45,-59.67939403879444,-185.71487077849645,0.798065677681905
46,-132.98718353930545,-184.56861670807928,0.7940753492934954
47,-204.07356311726173,-184.98361556784909,0.7901049725470279
48,-78.03465254084986,-182.75551217145332,0.7861544476842928
49,-313.7947996122672,-185.42978334371483,0.7822236754458713
50,-133.14399591176027,-184.38406759507572,0.778312557068642
51,-163.5271595096359,-183.97510861300827,0.7744209942832988
52,-184.4144110256379,-183.9835567363281,0.7705488893118823
53,-108.14303734409297,-182.55260354024819,0.7666961448653229
54,-125.83117576263857,-181.5022067295517,0.7628626641409962
55,-87.92501552659535,-179.8008032531343,0.7590483508202912
56,-174.3671296188469,-179.70377336680772,0.7552531090661897
57,-94.42710063344744,-178.20769138902946,0.7514768435208588
58,-98.7124870782732,-176.83708441815435,0.7477194593032545
59,-99.88515799016419,-175.5328144786969,0.7439808620067382
60,-217.3405235862205,-176.22960963048897,0.7402609576967045
61,12.925226338959675,-173.12871068017014,0.736559652908221
62,-117.50002715354442,-172.23147384909555,0.7328768546436799
63,-137.81805011579655,-171.68522902793205,0.7292124703704616
64,-133.56147569840422,-171.08954538215818,0.7255664080186093
65,-126.44800444386469,-170.40275244464596,0.7219385759785162
66,-192.13391221574975,-170.73201244117783,0.7183288830986236
67,-299.84850950960356,-172.65912433772152,0.7147372386831305
68,-54.784336052821104,-170.92567156882592,0.7111635524897149
69,-139.64884299490922,-170.47238419818945,0.7076077347272662
70,-79.05645928000988,-169.166442413644,0.7040696960536299
71,-71.53431258653302,-167.79134199354385,0.7005493475733617
72,-117.95635505964961,-167.09918939723983,0.697046600835495
73,-107.36570544748845,-166.28092249381857,0.6935613678313175
74,-69.32845167616469,-164.97075396925567,0.6900935609921609
75,-21.503696229871693,-163.0578598660639,0.6866430931872001
76,-107.6677532200406,-162.32904267335306,0.6832098777212641
77,-79.94128743045718,-161.25907182604274,0.6797938283326578
78,-203.56955656268502,-161.80151393805096,0.6763948591909945
79,-121.29111402174672,-161.2887240656927,0.6730128848950395
80,-37.35926907201173,-159.73960587827165,0.6696478204705644
81,-129.7136075875882,-159.36891454134962,0.6662995813682115
82,-53.830322880941964,-158.08185854549097,0.6629680834613705
83,-31.5058765408849,-156.55684671411018,0.6596532430440636
84,11.641671800353876,-154.5544833984618,0.6563549768288433
85,-93.17865653392084,-153.83241484711425,0.653073201944699
86,-97.1987790456459,-153.17388419825997,0.6498078359349755
87,-108.63786649054617,-152.66197594874603,0.6465587967553006
88,-42.06050458691631,-151.4051410469071,0.6433260027715241
89,-62.23354175663501,-150.4032129649939,0.6401093727576664
90,-41.170346470324105,-149.1895144483865,0.6369088258938781
91,-111.4113931390355,-148.77437025817383,0.6337242817644086
92,-77.90075426900165,-148.00400486698717,0.6305556603555866
93,-192.14660361208672,-148.47865646639684,0.6274028820538087
94,-76.38860103168335,-147.71174098304883,0.6242658676435396
95,-108.4660565758245,-147.29862851560435,0.6211445383053219
96,-53.59022544421889,-146.3224993169441,0.6180388156137953
97,-73.64869922497897,-145.5732848830063,0.6149486215357263
98,-190.7247772348195,-146.03401439680033,0.6118738784280476
99,-108.86228806427908,-145.65854241364354,0.6088145090359074
100,-57.814826801962134,-144.7801052575267,0.6057704364907278
101,-164.26589339122233,-145.76094663260207,0.6027415843082742
102,-38.23071361566146,-144.42651646606748,0.5997278763867329
103,-78.96953713597745,-144.60586384305054,0.5967292370047992
104,-57.119270675969354,-143.2297334472236,0.5937455908197752
105,-47.17813064227654,-140.27928592002917,0.5907768628656763
106,-49.62557855009773,-136.37217018909075,0.5878229785513479
107,-125.02869575653793,-136.14044090480414,0.5848838636585911
108,-211.14805195990704,-135.68997810442545,0.5819594443402982
109,-25.165706607846644,-134.94764355110038,0.5790496471185967
110,-132.95491773208187,-133.5337535214485,0.5761543988830038
111,-48.975696456446556,-130.42246107389542,0.5732736268885887
112,-0.9231018167966454,-130.45590727950486,0.5704072587541458
113,-66.1618567408176,-130.3938952522272,0.567555222460375
114,-38.86676669755657,-128.53547903804687,0.5647174463480732
115,-104.44661193170035,-128.81628573505853,0.5618938591163328
116,-46.54999654979853,-128.95394545005843,0.5590843898207511
117,-44.90965991291523,-128.2959708238247,0.5562889678716474
118,-63.33279698408229,-127.73034998239764,0.5535075230322891
119,-179.67158006162543,-125.27229734597523,0.5507399854171277
120,-216.3717653040259,-124.04518436671171,0.547986285490042
121,-65.90147371960474,-123.52432853453203,0.5452463540625918
122,-94.58499763640759,-122.77279821716598,0.5425201222922789
123,-56.02862682852896,-121.59903649490124,0.5398075216808175
124,-71.62020232021142,-119.00659756982611,0.5371084840724134
125,-80.51388115794859,-117.6534083262001,0.5344229416520513
126,-144.02416369986304,-117.25448641475758,0.531750826943791
127,-95.50997351665306,-116.77560321784223,0.5290920728090721
128,42.58258838251197,-111.44034287540758,0.5264466124450268
129,-14.16697903362963,-109.43198804868715,0.5238143793828016
130,-40.32704528961135,-106.36096743174078,0.5211953074858876
131,-161.68155191568513,-106.87038190943105,0.5185893309484582
132,-130.52422971436118,-106.97240186566383,0.5159963842937159
133,-18.786727903747092,-106.08429953794135,0.5134164023722473
134,-17.721355473443452,-104.05153265818322,0.510849320360386
135,-125.74863778792292,-104.57169898580884,0.5082950737585841
136,-17.941176022391616,-103.67264081339387,0.5057535983897912
137,-2.7519935913113898,-102.54881640459539,0.5032248303978422
138,-41.812231900986575,-100.22837209204864,0.500708706245853
139,-115.52154926999062,-99.21225445141786,0.4982051627146237
140,-32.65207921313494,-98.12180829774269,0.49571413690105054
141,-281.00219327147954,-99.71316668600107,0.4932355662165453
142,-35.288596063776254,-98.29862075080264,0.4907693883854626
143,-2.1560156702175255,-97.17326141605385,0.4883155414435353
144,-50.18619385245613,-95.74286349753316,0.4858739637363176
145,-37.18261072578473,-95.51789566440307,0.483444593917636
146,-131.80979953911384,-95.50612182440116,0.4810273709480478
147,-270.8731774044993,-96.17411796727355,0.47862223409330756
148,-20.45586417073953,-95.59833008357244,0.47622912292284103
149,34.75887440621523,-92.11279334338761,0.4738479773082268
150,5.848021614024248,-90.72287316812974,0.47147873742168567
151,-150.93797200455526,-90.59698129307894,0.46912134373457726
152,-38.860121798838065,-89.14143840081096,0.46677573701590436
153,-41.31848984316062,-88.47319292580163,0.46444185833082485
154,-80.28789149174659,-88.01776008309272,0.46211964903917074
155,28.620290929327638,-86.85230701853351,0.4598090507939749
156,-275.35777049659555,-87.862213427311,0.457510005540005
157,-7.026122687869403,-86.98820364785523,0.45522245551230495
158,-106.64182376037031,-87.06749701467618,0.4529463432347434
159,-2.059501884095951,-86.08924045361549,0.4506816115185697
160,-51.30193220727826,-84.42885453982608,0.4484282034609769
161,4.410425419430894,-84.51400254902136,0.446186062443672
162,-55.74729054842277,-83.89647518297014,0.4439551321314536
163,17.145049295608032,-82.34684418885608,0.4417353564707963
164,-292.3255280973848,-83.93448471284592,0.43952667968844233
165,-282.78437833917053,-85.49784845179896,0.43732904629000013
166,6.380441750381493,-83.51270491213765,0.4351424010585501
167,9.66439066212827,-80.41757591042033,0.43296668905325736
168,-221.29352869643543,-82.08266783685647,0.43080185560799106
169,3.5609654127677004,-80.65056975277972,0.4286478463299511
170,-13.10241074328323,-79.99102926741244,0.42650460709830135
171,-27.15096276407141,-79.54719576918782,0.42437208406280985
172,-2.259743708378319,-78.39022965567511,0.4222502236424958
173,3.9192413709991367,-77.27738018749024,0.42013897252428334
174,41.273989455024655,-76.17135577617834,0.4180382776616619
175,-163.1101991673603,-77.58742080555322,0.4159480862733536
176,-17.1205264922491,-76.68194853827531,0.41386834584198684
177,-50.29715419408706,-76.3855072059116,0.4117990041127769
178,34.61318799455182,-74.00367976033925,0.40974000909221303
179,-18.422781252100435,-72.97499643264277,0.40769130904675194
180,-252.96084571217443,-75.13101219904442,0.40565285250151817
181,-2.611479570601273,-73.85999091887453,0.4036245882390106
182,-51.79856531175541,-73.83967334318268,0.4016064652978155
183,-28.365677126953898,-73.80827134904337,0.3995984329713264
184,-22.82197243302626,-74.15290779137717,0.3976004408064698
185,-13.381587423040898,-73.35493710026837,0.39561243860243744
186,-27.751291312643886,-72.66046222293835,0.3936343764094253
187,-64.22891373510966,-72.21637269538398,0.39166620452737816
188,-0.22250014393137008,-71.79799265095411,0.3897078735047413
189,-24.291576629833287,-71.41857299968609,0.3877593341372176
190,5.971574323715914,-70.94715379174569,0.3858205374665315
191,-194.80091236654047,-71.78104898402074,0.38389143477919885
192,-28.26559356560888,-71.28469737698681,0.3819719776053028
193,-27.47394392897245,-69.63797078015567,0.3800621177172763
194,-161.5787807952344,-70.48987257779119,0.37816180712868996
195,-8.987373081577092,-69.49508574284873,0.37627099809304654
196,42.162078587438174,-68.53756270253216,0.3743896431025813
197,9.288676096892175,-67.70818894931344,0.37251769488706843
198,66.85232484729626,-65.13241792849227,0.3706551064126331
199,-139.44208674333848,-65.43821591528287,0.36880183088056995
200,-62.38749057583509,-65.48394255302159,0.3669578217261671
201,12.211747107705753,-63.719166148032315,0.36512303261753626
202,-27.487514270770355,-63.61173415458341,0.3632974174544486
203,-35.24744760520443,-63.17451325927569,0.3614809303671764
204,-65.32319605699635,-63.256552513085964,0.3596735257153405
205,-58.85924367594144,-63.37336364342261,0.3578751580867638
206,-28.79361788153976,-63.16504403673703,0.35608578229633
207,-7.190387369611244,-61.98666095286776,0.3543053533848483
208,11.818241789264391,-59.75699801537605,0.35253382661792404
209,17.3693760923262,-59.33164718837432,0.3507711574848344
210,-48.47667766806861,-58.486864787734184,0.34901730169741024
211,7.7881295664755426,-57.91922652750497,0.3472722151889232
212,-46.67054364121756,-58.37670094574918,0.3455358541129786
213,-11.197932849574617,-57.82706170683675,0.3438081748424137
214,-111.82977132202777,-58.55669175308146,0.3420891339682016
215,-28.81356708953268,-57.80036130465978,0.3403786882983606
216,-17.02634374517044,-57.5051247766135,0.3386767948568688
217,-224.90016414952214,-59.30502981897958,0.33698341088258443
218,-63.93703777597402,-59.31107222689849,0.3352984938281715
219,-19.624474306813415,-57.71060116935037,0.33362200135903064
220,9.514949481839308,-55.45173402149171,0.33195389135223546
221,8.839327066692018,-54.70432601362875,0.3302941218954743
222,-31.47067757495734,-54.073182813014235,0.32864265128599696
223,-90.68575867027748,-54.419754131431716,0.326999438029567
224,-32.21622227059686,-54.02571433093557,0.3253644408394192
225,-36.774375667636626,-53.58831927603245,0.3237376186352221
226,-189.0556238855645,-54.03863387788946,0.322118930542046
227,-37.87651983052555,-53.46229934102819,0.32050833588933575
228,-118.53532140176925,-55.07347843887101,0.31890579420988907
229,16.29759212235572,-54.76883272731116,0.3173112652388396
230,2.8220299178940067,-54.33734197523611,0.3157247089126454
231,-44.78777950211455,-53.16840425110041,0.3141460853680822
232,-39.232660886887246,-52.25548856282566,0.3125753549412418
233,-40.05204066079987,-52.468141690396195,0.31101247816653554
234,-183.40253224148097,-54.12495345807657,0.30945741577570285
235,-44.12059976379201,-53.30867307783526,0.3079101286968243
236,-15.063060835388816,-53.27989192596523,0.3063705780533402
237,-78.19100018221049,-54.03428199187422,0.30483872516307353
238,15.818510609181603,-53.457974566772535,0.3033145315372582
239,-12.792663917315835,-52.430685713245786,0.3017979588795719
240,30.229371089527366,-51.80187121021917,0.30028896908517405
241,-103.24873501109289,-50.024336627615305,0.2987875242397482
242,-20.76540021000833,-49.87910466907761,0.29729358661854943
243,-1.6394646661787826,-49.87393915903722,0.29580711868545667
244,-75.93162472112132,-50.131393467723875,0.2943280830920294
245,27.742586728539727,-49.48214149318063,0.29285644267656924
246,35.54373292229185,-47.80860616856657,0.2913921604631864
247,-189.04784089635422,-46.99035280348512,0.28993519966087045
248,-64.61672848531485,-47.431961446630865,0.2884855236625661
249,-52.05913968448902,-48.30014158753792,0.28704309604425327
250,-8.321754955956452,-48.44183935323774,0.285607880564032
251,-78.44517685127457,-47.71691140170492,0.28417984116121187
252,-37.369687253924226,-47.70200705625579,0.2827589419554058
253,-64.91323084435443,-47.93795446626771,0.28134514724562876
254,-10.24154043321391,-47.23749095568239,0.2799384215094006
255,-56.79692874194707,-48.09166315239514,0.27853872940185365
256,-132.64804116060205,-46.66456585903521,0.27714603575484437
257,-14.079640536107053,-46.73510103751758,0.2757603055760701
258,-52.49644495376311,-46.193647249451516,0.2743815040481898
259,-77.94860813919337,-46.95253831200249,0.2730095965279488
260,-118.94267709507344,-47.628945760880434,0.27164454854530906
261,52.3778145417518,-47.14927186965722,0.2702863258025825
262,-14.175412333523157,-46.73355308750823,0.2689348941735696
263,-13.285914713086498,-47.037862727595176,0.26759021970270175
264,-75.5020369067202,-44.86962781568854,0.2662522686041882
265,-107.22997942958037,-43.11408382659263,0.2649210072611673
266,-9.491481688232973,-43.272803060978774,0.26359640222486147
267,-192.94868106616482,-45.298933778261706,0.26227842021373715
268,-1.801543754241153,-43.104013928839755,0.2609670281126685
269,11.368532772534989,-43.02593825524208,0.25966219297210513
270,-3.3171288876777334,-42.928085436686025,0.2583638820072446
271,-50.225451108262725,-43.15883032012793,0.2570720625972084
272,-52.19123182712314,-43.65814520131539,0.25578670228422234
273,-76.34773129199229,-44.460814927945314,0.25450776877280124
274,3.9901284813651268,-44.833653537681904,0.2532352299289372
275,-114.71450978031719,-44.34969664381147,0.2519690537792925
276,-20.361372190104134,-44.382105100790014,0.2507092085103961
277,101.8483539823613,-42.860650019025535,0.2494556624678441
278,-82.14700581785065,-44.02825195714957,0.24820838415550486
279,-35.01572081972109,-44.19418135282578,0.24696734223472733
280,-72.46634638308271,-42.38923635953486,0.2457325055235537
281,-93.7742939431488,-43.30086450326034,0.24450384299593592
282,13.569129720653102,-42.64718755293626,0.24328132378095624
283,124.23490469244784,-41.12118173474223,0.24206491716205145
284,-33.754073336547236,-41.23050274377745,0.2408545925762412
285,-10.955429614424098,-41.206241165691274,0.23965031961336
286,-49.997308441127416,-41.42870133697612,0.2384520680152932
287,-35.95734136476173,-41.145985613272636,0.23725980767521673
288,-187.7755780374157,-43.02151639220747,0.23607350863684065
289,-32.32951463707157,-43.10189577227986,0.23489314109365644
290,210.65279077427425,-41.05508360777428,0.23371867538818816
291,62.76201425368155,-38.47945434157206,0.23255008201124722
292,71.1473607431177,-37.48532479848479,0.231387331601191
293,-45.10745373607293,-37.66165989655578,0.23023039494318503
294,169.4500983577082,-34.35137110502637,0.2290792429684691
295,-95.04756900976372,-35.21197306430823,0.22793384675362674
296,9.009263368752931,-35.54350121649509,0.22679417751985861
297,1.4752692182539922,-35.62163528528146,0.22566020663225933
298,-24.271495465769437,-36.53287348841212,0.22453190559909803
299,-9.179354478411259,-35.23024616576285,0.22340924607110255
300,157.32499952936513,-33.03312126471085,0.22229219984074702
301,15.441266765321227,-33.000826068134685,0.2211807388415433
302,-34.359467923604484,-33.069545604663034,0.22007483514733558
303,-9.127964460952448,-32.80835077322051,0.2189744609715989
304,34.099489705936485,-31.814123915591182,0.2178795886667409
305,24.725877238112513,-30.97827270645065,0.2167901907234072
306,-95.93781134707108,-31.649714641105966,0.21570623976979014
307,-67.64629540539393,-32.25427372146379,0.21462770857094118
308,-197.2757499770941,-34.34521363912737,0.21355457002808648
309,-4.087007056292833,-34.55977747061356,0.21248679717794605
310,-75.63324393997411,-34.831343133332616,0.21142436319205632
311,-55.37577348564251,-35.462982163853795,0.21036724137609603
312,200.64028082803853,-32.989873919161234,0.20931540516921554
313,33.43015045251384,-32.54359308614035,0.20826882814336947
314,-86.52299642861001,-32.29052533720617,0.20722748400265262
315,116.10797164383769,-30.84130994987247,0.20619134658263935
316,-44.333796103476196,-31.11438447345553,0.20516038984972615
317,74.84344167601864,-28.116948415200117,0.2041345879004775
318,31.52779355428378,-27.162300101897543,0.2031139149609751
319,-257.2004984509884,-29.538060343339293,0.20209834538617025
320,-36.0675181564488,-29.993885019722175,0.2010878536592394
321,-69.54959045732016,-30.777774194962305,0.2000824143909432
322,-63.53514710528966,-31.098418890265616,0.19908200231898848
323,205.03817672711892,-28.141179536291656,0.19808659230739353
324,-69.78375913189281,-28.516854904904612,0.19709615934585656
325,46.71223897354828,-27.681988758492768,0.19611067854912728
326,-242.93448947291097,-28.22077741436624,0.19513012515638165
327,33.55200455020813,-27.5064921705589,0.19415447453059972
328,-21.227654641598818,-26.53341550295719,0.19318370215794672
329,-69.20241748860596,-27.388415599066807,0.192217783647157
330,105.98967243269475,-26.3567391739188,0.1912566947289212
331,210.70886266952166,-23.80177275220244,0.1903004112552766
332,109.2502276029104,-22.31694386730446,0.18934890919900021
333,130.72262250633614,-20.6091972356331,0.18840216465300522
334,34.092177653521404,-18.43425013668307,0.18746015382974018
335,-130.94650935080554,-19.30250923255321,0.1865228530605915
336,-97.15079767194607,-20.123386600918778,0.18559023879528855
337,149.15540484436724,-17.849922550653,0.1846622876013121
338,-80.0278794880936,-18.808386451625754,0.18373897616330553
339,122.68028651939194,-17.453656947258672,0.182820281282489
340,4.187432214170592,-17.714076336012244,0.18190617987607657
341,13.074929439793713,-16.550839691503377,0.18099664897669618
342,-13.10495397738968,-16.47423522917719,0.1800916657318127
343,-123.46413220283941,-17.6924819045438,0.17919120740315364
344,205.16824617053732,-14.881483195627213,0.17829525136613786
345,34.16794960936642,-14.817229566818945,0.17740377510930716
346,40.32321347040044,-14.76943476133786,0.17651675623376062
347,36.040133423525276,-12.518555018139066,0.1756341724525918
348,-105.36499872996158,-12.926037720585533,0.17475600159032884
349,226.26368891788835,-10.142809434561759,0.17388222158237718
350,7.2631052466291806,-9.986960832535901,0.1730128104744653
351,158.01953913881948,-7.622313672634962,0.17214774642209296
352,32.411056415082406,-6.924506235944898,0.1712870076899825
353,99.01670078770131,-5.285206919624337,0.17043057265153258
354,21.838799871668265,-4.9644035165755165,0.16957841978827493
355,112.90688979901799,-3.2673653311658666,0.16873052768933355
356,18.40482781169682,-1.75683664144288,0.1678868750508869
357,-50.90725347107566,-2.1251127707925654,0.16704744067563246
358,-31.50808746958702,-1.915229195950805,0.1662122034722543
359,2.260290175810148,-1.1131402128007695,0.16538114245489302
360,1.632484043235366,0.09261139858231797,0.16455423674261854
361,5.683714726039577,-0.37432959957480394,0.16373146555890544
362,-23.349090866326254,-0.4660663849028354,0.16291280823111093
363,-98.5748191112995,-1.3189554288849648,0.16209824418995536
364,10.260658749942671,-0.4613284723183352,0.16128775296900558
365,17.25049869781291,0.7834763089555976,0.16048131420416054
366,81.15000940428679,1.689891219880795,0.15967890763313974
367,31.188465073639343,3.931262681278838,0.15888051309497406
368,174.67703482978305,5.6960484671190805,0.1580861105294992
369,-29.76439134587507,5.284719225934979,0.1572956799768517
370,-63.632961582210726,4.681560898989652,0.15650920157696743
371,54.253851269944384,5.726353922771721,0.1557266555690826
372,56.89957906549799,6.817262031697932,0.1549480222912372
373,29.534791358472123,7.876087258202573,0.15417328217978102
374,191.87785262198418,9.754964499608766,0.1534024157688821
375,24.506923122487486,11.147178828636816,0.1526354036900377
376,55.84497009337174,11.909242251471571,0.1518722266715875
377,71.31798615314304,11.60393857317939,0.15111286553822956
378,-53.205691646709475,11.8933517148908,0.15035730121053842
379,151.77613407180962,13.761270263806109,0.14960551470448571
380,62.340322281963736,15.109336950456573,0.14885748713096328
381,183.9451824061466,17.886531713949527,0.14811319969530845
382,-80.21933914568513,16.948647025286146,0.1473726336968319
383,129.51245853102589,17.001422563671923,0.14663577052834775
384,-74.31620257208333,16.595801271316564,0.14590259167570602
385,216.7880827580534,18.87323639504134,0.1451730787173275
386,246.22917884492108,21.835501267901826,0.14444721332374086
387,167.2998903902571,23.868073585452013,0.14372497725712216
388,-27.169815521257053,25.4741312106136,0.14300635237083656
389,252.89968668066103,28.326423223790925,0.14229132060898236
390,-110.24799823764933,25.117415333671687,0.14157986400593744
391,149.4933601929657,25.984728793064527,0.14087196468590776
392,7.282149660243903,25.34607668223579,0.14016760486247823
393,-79.2657446910313,25.004493772686207,0.13946676683816583
394,98.0561929257149,24.29055471836628,0.138769433003975
395,108.64822775709617,26.327512686034876,0.13807558583895513
396,199.690953026988,28.234329582617228,0.13738520790976036
397,183.6195109215688,30.05577199965038,0.13669828187021155
398,29.210836148665848,30.590595315794726,0.13601479046086049
399,229.35897407129033,32.97597860129174,0.1353347165085562
400,5.275336927072431,31.455481975268814,0.1346580429260134
401,152.6397488873729,32.82746679648933,0.13398475271138335
402,-145.66415778445588,31.714419897880816,0.13331482894782642
403,-10.469803994960373,31.701001502540734,0.13264825480308728
404,-108.83678923481442,30.27163871313323,0.13198501352907185
405,209.78764798795936,32.1222564206317,0.1313250884614265
406,144.97911086182916,34.5314256427207,0.13066846301911936
407,84.45365201531905,36.052425116927836,0.13001512070402377
408,152.79936848496942,39.55317630154847,0.12936504510050365
409,-31.54621758454735,39.278584196265925,0.12871821987500112
410,108.70807874126704,41.12199742307834,0.12807462877562611
411,-94.57014862510272,40.730053671683734,0.12743425563174798
412,-180.5743081124745,36.917907782278604,0.12679708435358925
413,-56.883925759887845,36.01476702015458,0.1261630989318213
414,6.785876484390059,36.94785574928458,0.1255322834371622
415,233.49492508253695,38.12172528367157,0.12490462201997637
416,257.76546955003124,41.14271794020665,0.1242800989098765
417,60.97961801242997,41.00407970357077,0.12365869841532712
418,-53.10927777175652,40.15770899031037,0.12304040492325048
419,200.5941891200552,44.73565586602081,0.12242520289863423
420,170.0113338781934,46.79644438636722,0.12181307688414106
421,194.03527212676184,49.432293012208035,0.12120401149972035
422,-49.02328401419042,49.57741164311902,0.12059799144222175
423,216.54966920325273,49.69252656788037,0.11999500148501063
424,-116.23430370915085,49.22802112210779,0.11939502647758558
425,-65.31214992133586,48.10777723315895,0.11879805134519765
426,33.29238129454748,50.870045940833535,0.11820406108847166
427,162.97976419861195,52.16432353731757,0.1176130407830293
428,-72.47022086535677,51.65189787507998,0.11702497557911415
